file,lemma,roleset_id,roleset_name,role_n,role_f,role_descr
secure.xml,secure,secure.02,"make secure, literally or figuratively",3,VSP,potential danger
secure.xml,security,security.03,"be safe, secure",0,PAG,agent/causer
secure.xml,security,security.03,"be safe, secure",1,PPT,entity who is protected
secure.xml,security,security.03,"be safe, secure",2,VSP,specific domain in which arg1 is safe
secure.xml,security,security.03,"be safe, secure",3,GOL,potential danger
sedate.xml,sedate,sedate.01,make calm with drugs,0,PAG,sedator
sedate.xml,sedate,sedate.01,make calm with drugs,1,PPT,sedated
sedate.xml,sedate,sedate.01,make calm with drugs,2,MNR,instrument of sedation
sedentary.xml,sedentary,sedentary.01,"inactive, sitting for a long time",1,PAG,sedentary one
sediment.xml,sediment,sediment.01,separating of a suspension of solid particles (such as red blood cells) in a concentrated solid and a supernatant liquid,0,PAG,"Agent, cause of sedimentation"
sediment.xml,sediment,sediment.01,separating of a suspension of solid particles (such as red blood cells) in a concentrated solid and a supernatant liquid,1,PPT,Entity sedimented (solid)
sediment.xml,sediment,sediment.01,separating of a suspension of solid particles (such as red blood cells) in a concentrated solid and a supernatant liquid,2,DIR,Source (liquid separated from)
seduce.xml,seduce,seduce.01,cause romantic action,0,PAG,seducer
seduce.xml,seduce,seduce.01,cause romantic action,1,PPT,seduced
seduce.xml,seduce,seduce.01,cause romantic action,2,PRD,"action, end state, destination, seduced into what?"
see.xml,see,see.01,view,0,PAG,viewer
see.xml,see,see.01,view,1,PPT,thing viewed
see.xml,see,see.01,view,2,PRD,"attribute of arg1, further description"
see.xml,see,see.02,verb of motion: accompany,0,PAG,accompanier
see.xml,see,see.02,verb of motion: accompany,1,PPT,entity in motion
see.xml,see,see.02,verb of motion: accompany,2,GOL,destination
see.xml,see,see.03,discourse function,0,PAG,you
see.xml,see,see.04,ensure,0,PAG,ensurer
see.xml,see,see.04,ensure,1,PPT,fixed: 'to it'
see.xml,see,see.04,ensure,2,PPT,"proposition, event"
see.xml,see,see.05,date casually,0,PAG,first entity
see.xml,see,see.05,date casually,1,PPT,"second entity, or 'each other' (or variant)"
see.xml,see,see.09,visit/consultation by medical professional,0,PAG,doctor
see.xml,see,see.09,visit/consultation by medical professional,1,PPT,patient
see.xml,see,see.09,visit/consultation by medical professional,2,CAU,purpose
see.xml,saw,saw.06,cut with a saw,0,PAG,cutter
see.xml,saw,saw.06,cut with a saw,1,PPT,thing cut
see.xml,saw,saw.06,cut with a saw,2,SRC,Cut from what? source
see.xml,saw_up,saw_up.07,render into pieces,0,PAG,sawer
see.xml,saw_up,saw_up.07,render into pieces,1,PPT,sawed
see.xml,saw_up,saw_up.07,render into pieces,2,MNR,instrument
see.xml,remain_to_be_seen,remain_to_be_seen.08,not yet be determined or known,0,PAG,seen by whom
see.xml,remain_to_be_seen,remain_to_be_seen.08,not yet be determined or known,1,PPT,thing that is not yet determined
seed.xml,seed,seed.01,"bear seeds, as a plant",0,PAG,the plant
seed.xml,seed,seed.02,plant seeds (or 'seeds'),0,PAG,the farmer
seed.xml,seed,seed.02,plant seeds (or 'seeds'),1,GOL,the ground
seed.xml,seed,seed.02,plant seeds (or 'seeds'),2,PPT,the seeds
seed.xml,seed,seed.03,distribute players/teams in sports,0,PAG,entity organizing the players/teams
seed.xml,seed,seed.03,distribute players/teams in sports,1,PPT,players/teams
seed.xml,seed,seed.03,distribute players/teams in sports,2,GOL,"classes or groups, or destination"
seed.xml,seed,seed.03,distribute players/teams in sports,3,GOL,predicate-- i.e. ranking
seed.xml,seed,seed.04,remove the seeds from,0,PAG,Entity removing the seeds
seed.xml,seed,seed.04,remove the seeds from,1,DIR,fruit that the seeds are being removed from
seed.xml,seed,seed.04,remove the seeds from,2,PPT,the seeds
seek.xml,seek,seek.01,look for,0,PAG,Agent / entity seeking
seek.xml,seek,seek.01,look for,1,PPT,"thing sought, attempted action"
seek.xml,seek,seek.01,look for,2,DIR,sought-from
seek.xml,seek_out,seek_out.02,search diligently for,0,PAG,Agent / entity seeking
seek.xml,seek_out,seek_out.02,search diligently for,1,PPT,thing sought
seek.xml,seek_out,seek_out.02,search diligently for,2,DIR,sought-from
seem.xml,seem,seem.01,appear,1,PPT,thing seeming
seem.xml,seem,seem.01,appear,2,GOL,perceiver
seep.xml,seep,seep.01,leak fluid,0,DIR,causer of leaking
seep.xml,seep,seep.01,leak fluid,1,PPT,substance leaked
seep.xml,seep,seep.01,leak fluid,2,DIR,"source, leaked from where?"
seesaw.xml,seesaw,seesaw.01,teeter or move up and down,1,PPT,thing moving
seesaw.xml,seesaw,seesaw.01,teeter or move up and down,2,EXT,EXT or MNR
seesaw.xml,seesaw,seesaw.01,teeter or move up and down,3,DIR,one side
seesaw.xml,seesaw,seesaw.01,teeter or move up and down,4,GOL,other side
seesaw.xml,seesaw,seesaw.01,teeter or move up and down,5,PRD,medium/range
seethe.xml,seethe,seethe.01,"overflow, possibly with emotion",0,PAG,"overflowing entity (container, person)"
seethe.xml,seethe,seethe.01,"overflow, possibly with emotion",1,PPT,"overflowing with (emotion, substance)"
seethe.xml,seethe,seethe.01,"overflow, possibly with emotion",2,PAG,"cause, introduced by 'over'"
segment.xml,segment,segment.01,divide object into pieces,0,PAG,"agent, divider"
segment.xml,segment,segment.01,divide object into pieces,1,PPT,whole object
segment.xml,segment,segment.01,divide object into pieces,2,PRD,pieces
segregate.xml,segregate,segregate.01,separate,0,PAG,"agent, segregator"
segregate.xml,segregate,segregate.01,separate,1,PPT,first or all entities being segregated
segregate.xml,segregate,segregate.01,separate,2,PPT,segregated from what/whom
segregate.xml,segregate,segregate.01,separate,3,MNR,characteristic of arg1 being segregated
segue.xml,segue,segue.01,transition smoothly to the next subject,0,PAG,"agent, transitioner"
segue.xml,segue,segue.01,transition smoothly to the next subject,1,DIR,start subject/condition
segue.xml,segue,segue.01,transition smoothly to the next subject,2,GOL,end subject/condition
seiche.xml,seiche,seiche.01,"standing wave in a (partially or fully) enclosed body of water, caused by seismic/atmospheric activity",0,PAG,body of water waving
seiche.xml,seiche,seiche.01,"standing wave in a (partially or fully) enclosed body of water, caused by seismic/atmospheric activity",1,EXT,measurement
seism.xml,seism,seism.01,natural disaster: earthquake,1,PPT,"ground shaken (plates, region, epicenter)"
seism.xml,seism,seism.01,natural disaster: earthquake,2,EXT,"magnitude, measurement"
seism.xml,seism,seism.01,natural disaster: earthquake,3,VSP,death/injury toll
seism.xml,seism,seism.01,natural disaster: earthquake,4,VSP,damages/cost
seize.xml,seize,seize.01,acquire (forcefully or stealthily),0,PAG,"agent, entity acquiring something"
seize.xml,seize,seize.01,acquire (forcefully or stealthily),1,PPT,thing acquired
seize.xml,seize,seize.01,acquire (forcefully or stealthily),2,DIR,acquired-from
seize.xml,seize,seize.03,have a seizure,1,PPT,entity experiencing a seizure
seize.xml,seize_up,seize_up.02,become immobile,1,PPT,thing becoming immobile
select.xml,select,select.01,"to make a choice, to pick out",0,PAG,selector
select.xml,select,select.01,"to make a choice, to pick out",1,PPT,entity selected
select.xml,select,select.01,"to make a choice, to pick out",2,DIR,selected from
select.xml,select,select.01,"to make a choice, to pick out",3,PRD,"attribute, selected for/as"
selfadjust.xml,selfadjust,selfadjust.01,change oneself,0,PAG,causer of transformation
selfadjust.xml,selfadjust,selfadjust.01,change oneself,2,GOL,end state
selfadjust.xml,selfadjust,selfadjust.01,change oneself,3,DIR,start state
selfadjust.xml,selfadjust,selfadjust.01,change oneself,4,PRP,"purpose, reason for adjustment"
selfconscious.xml,selfconscious,selfconscious.01,"socially ill at ease, overly aware of oneself",0,PPT,selfconscious one
selfconscious.xml,selfconscious,selfconscious.01,"socially ill at ease, overly aware of oneself",1,PPT,specific aspect of self focused on
selfdestruct.xml,selfdestruct,selfdestruct.01,destroy self,0,PAG,destroyer and destroyed
selfefface.xml,selfefface,selfefface.01,keep oneself out of sight,0,PAG,self-effacing entity
selfestablish.xml,selfestablish,selfestablish.01,establish for yourself,0,PAG,"agent, establisher"
selfestablish.xml,selfestablish,selfestablish.01,establish for yourself,1,PPT,thing established
selfestablish.xml,selfestablish,selfestablish.01,establish for yourself,2,PRD,attribute
selfidentify.xml,selfidentify,selfidentify.01,hold as one's own identity,0,PAG,identifyer
selfidentify.xml,selfidentify,selfidentify.01,hold as one's own identity,1,PPT,explicit additional mention of the entity identified
selfidentify.xml,selfidentify,selfidentify.01,hold as one's own identity,2,PRD,as what: identity claimed
selfish.xml,selfish,selfish.01,possessive and self serving,0,PAG,agent of selfish behavior
selfish.xml,selfish,selfish.01,possessive and self serving,1,PRD,selfish behavior
selfish.xml,selfish,selfish.01,possessive and self serving,2,PPT,possession closely guarded
selfless.xml,selfless,selfless.01,thinking of others first; giving,0,PAG,agent of selfless behavior
selfless.xml,selfless,selfless.01,thinking of others first; giving,1,PPT,selfless act
selfless.xml,selfless,selfless.01,thinking of others first; giving,2,GOL,beneficiary
selfteach.xml,selfteach,selfteach.01,teach oneself,0,PAG,teacher
selfteach.xml,selfteach,selfteach.01,teach oneself,1,PPT,subject
selfteach.xml,selfteach,selfteach.01,teach oneself,2,GOL,"student (self, obviously)"
sell.xml,sell,sell.01,"commerce: seller, giving in exchange for money",0,PAG,Seller
sell.xml,sell,sell.01,"commerce: seller, giving in exchange for money",1,PPT,Thing Sold
sell.xml,sell,sell.01,"commerce: seller, giving in exchange for money",2,GOL,Buyer
sell.xml,sell,sell.01,"commerce: seller, giving in exchange for money",3,VSP,Price Paid
sell.xml,sell,sell.01,"commerce: seller, giving in exchange for money",4,GOL,Benefactive
sell.xml,sell_out,sell_out.02,give in to the man,0,PAG,entity selling out
sell.xml,sell_out,sell_out.02,give in to the man,1,PPT,entity sold out
sell.xml,sell_out,sell_out.03,sell until none is/are left,0,PAG,Seller
sell.xml,sell_out,sell_out.03,sell until none is/are left,1,PPT,Thing Sold
sell.xml,sell_out,sell_out.03,sell until none is/are left,2,GOL,Buyer
sell.xml,sell_out,sell_out.03,sell until none is/are left,3,VSP,Price Paid
sell.xml,sell_out,sell_out.03,sell until none is/are left,4,GOL,Benefactive
sell.xml,sell_off,sell_off.04,sell,0,PAG,Seller
sell.xml,sell_off,sell_off.04,sell,1,PPT,Thing Sold
sell.xml,sell_off,sell_off.04,sell,2,GOL,Buyer
sell.xml,sell_off,sell_off.04,sell,3,VSP,Price Paid
sell.xml,sell_off,sell_off.04,sell,4,GOL,Benefactive
sell.xml,sale,sale.05,"alternate expression of sell; put on sale, put up for sale",0,PAG,seller
sell.xml,sale,sale.05,"alternate expression of sell; put on sale, put up for sale",1,PPT,thing sold
sell.xml,sale,sale.05,"alternate expression of sell; put on sale, put up for sale",2,GOL,"buyer, sold to whom"
sell.xml,sale,sale.05,"alternate expression of sell; put on sale, put up for sale",3,VSP,price paid
sell.xml,sale,sale.05,"alternate expression of sell; put on sale, put up for sale",4,VSP,benefactive
semaphore.xml,semaphore,semaphore.01,semaphore,0,PAG,"sender, agent"
semaphore.xml,semaphore,semaphore.01,semaphore,1,PPT,"entity semaphored, message sent"
semaphore.xml,semaphore,semaphore.01,semaphore,2,GOL,"sent to, recipient"
semipurposeful.xml,semipurposeful,semipurposeful.01,moving partially intentionally,0,PAG,agent of motion
semipurposeful.xml,semipurposeful,semipurposeful.01,moving partially intentionally,1,PPT,the motion
semipurposeful.xml,semipurposeful,semipurposeful.01,moving partially intentionally,2,MNR,body part moved
semiwatch.xml,semiwatch,semiwatch.01,watch partially,0,PAG,(somewhat inattentive) watcher
semiwatch.xml,semiwatch,semiwatch.01,watch partially,1,PPT,thing watched
send.xml,send,send.01,give,0,PAG,sender
send.xml,send,send.01,give,1,PPT,sent
send.xml,send,send.01,give,2,GOL,sent-to
send.xml,send,send.02,cause to action,0,PAG,sender
send.xml,send,send.02,cause to action,1,PPT,"sent, impelled agent"
send.xml,send,send.02,cause to action,2,PRD,"project, impelled action, attribute of arg1"
send.xml,send,send.03,cause motion,0,PAG,causer of motion
send.xml,send,send.03,cause motion,1,PPT,entity in motion
send.xml,send,send.03,cause motion,2,EXT,EXT
send.xml,send,send.03,cause motion,3,DIR,start point
send.xml,send,send.03,cause motion,4,GOL,"end point, attribute of arg1"
send.xml,send,send.03,cause motion,5,DIR,direction
send.xml,send_out,send_out.04,"summon, order for delivery",0,PAG,"orderer, agent"
send.xml,send_out,send_out.04,"summon, order for delivery",1,PPT,"theme, thing ordered"
sensationalize.xml,sensationalize,sensationalize.01,making seem overly fantastic,0,PAG,agent
sensationalize.xml,sensationalize,sensationalize.01,making seem overly fantastic,1,PPT,sensational thing
sense.xml,sense,sense.01,perceive,0,PPT,sensor
sense.xml,sense,sense.01,perceive,1,PAG,thing sensed
sense.xml,sense,sense.01,perceive,2,PRD,secondary attribute
sense.xml,sense,sense.02,be reasonable,1,PAG,thing that makes sense
sense.xml,sense,sense.02,be reasonable,2,PPT,perceiver of sense/reason
sense.xml,sensitive,sensitive.03,"skilled at, capable of perceiving",0,PAG,sensitive soul
sense.xml,sensitive,sensitive.03,"skilled at, capable of perceiving",1,PPT,"thing sensed, sensitive to/of what?"
sensitize.xml,sensitize,sensitize.01,"make sensitive, making or becoming sensitive",0,PAG,cause of sensitivity
sensitize.xml,sensitize,sensitize.01,"make sensitive, making or becoming sensitive",1,PPT,entity becoming sensitive
sensitize.xml,sensitize,sensitize.01,"make sensitive, making or becoming sensitive",2,GOL,sensitive to what
sentence.xml,sentence,sentence.01,assign criminal punishment,0,PAG,judge/jury
sentence.xml,sentence,sentence.01,assign criminal punishment,1,PPT,criminal
sentence.xml,sentence,sentence.01,assign criminal punishment,2,PPT,punishment
sentence.xml,sentence,sentence.01,assign criminal punishment,3,CAU,crime
sentence.xml,sentence,sentence.01,assign criminal punishment,4,EXT,duration of punishment
sentence.xml,sentence,sentence.02,what your english teacher made you write correctly and completely,0,PAG,writer
sentence.xml,sentence,sentence.02,what your english teacher made you write correctly and completely,1,PPT,theme (topic/thing written)
sentimentalize.xml,sentimentalize,sentimentalize.01,make sentimental,0,PAG,sentimentalizer
sentimentalize.xml,sentimentalize,sentimentalize.01,make sentimental,1,PPT,event or thing looked at with sentiment
separate.xml,separate,separate.01,"(cause to) become separate, separate",0,PAG,entity causing separation
separate.xml,separate,separate.01,"(cause to) become separate, separate",1,PPT,thing being divided
separate.xml,separate,separate.01,"(cause to) become separate, separate",2,DIR,"source, separated from"
separate.xml,separate,separate.02,not together,0,PAG,entity causing separation
separate.xml,separate,separate.02,not together,1,PPT,thing being divided
separate.xml,separate,separate.02,not together,2,DIR,"source, separated from"
septate.xml,septate,septate.01,divide a cavity by means of a partition,0,PAG,"agent, cause"
septate.xml,septate,septate.01,divide a cavity by means of a partition,1,PPT,entity septated
sequence.xml,sequence,sequence.01,cause to be in a specific order,0,PAG,"arranger, agent"
sequence.xml,sequence,sequence.01,cause to be in a specific order,1,PPT,things put in order or first element
sequence.xml,sequence,sequence.01,cause to be in a specific order,2,PPT,second or subsequent element
sequence.xml,sequence,sequence.01,cause to be in a specific order,3,VSP,domain of ordering
sequence.xml,sequence,sequence.02,discover the order of constituents,0,PAG,agent
sequence.xml,sequence,sequence.02,discover the order of constituents,1,PPT,"genome, or the entire group of constituents in a sequence"
sequence.xml,sequence,sequence.02,discover the order of constituents,2,VSP,organism the genome belongs to
sequence.xml,sequence,sequence.02,discover the order of constituents,3,VSP,specific genes (or constituents) looked at within arg1
sequester.xml,sequester,sequester.01,"to isolate, isolating",0,PAG,cause of isolation
sequester.xml,sequester,sequester.01,"to isolate, isolating",1,PPT,entity sequestered
sequin.xml,sequin,sequin.01,cover with sequins,0,PAG,glitzy seamstress
sequin.xml,sequin,sequin.01,cover with sequins,1,GOL,"clothing, location/entity covered in sequins"
sequin.xml,sequin,sequin.01,cover with sequins,2,PPT,"sequins themselves, type of sequins"
serenade.xml,serenade,serenade.01,perform a vocal accompaniment,0,PAG,"agent, serenader"
serenade.xml,serenade,serenade.01,perform a vocal accompaniment,1,PPT,entity serenaded
serious.xml,serious,serious.01,"focused, not joking around",1,PAG,serious entity
serious.xml,serious,serious.01,"focused, not joking around",2,PPT,serious about what?
serious.xml,serious,serious.02,"grave, of great importance",1,PAG,grave thing/condition
seroconvert.xml,seroconvert,seroconvert.01,develop specific antibodies as a result of infection or immunization,0,PAG,Causer
seroconvert.xml,seroconvert,seroconvert.01,develop specific antibodies as a result of infection or immunization,1,PPT,Entity seroconverted
seroconvert.xml,seroconvert,seroconvert.01,develop specific antibodies as a result of infection or immunization,2,MNR,"Instrument, manner"
serrate.xml,serrate,serrate.01,cause to have tooth-like edges,0,PAG,"agent, cutter (animate)"
serrate.xml,serrate,serrate.01,cause to have tooth-like edges,1,PPT,thing becoming notched
serrate.xml,serrate,serrate.01,cause to have tooth-like edges,2,MNR,instrument
serve.xml,serve,serve.01,"act, work, performance of a service",0,PAG,"worker, entity performing a service/acting in some capacity"
serve.xml,serve,serve.01,"act, work, performance of a service",1,PPT,"job, project, service performed"
serve.xml,serve,serve.01,"act, work, performance of a service",2,GOL,employer/recipient/beneficiary of service
serve.xml,serve,serve.02,"cater (to someone or something), delivery of something concrete",0,PAG,server
serve.xml,serve,serve.02,"cater (to someone or something), delivery of something concrete",1,PPT,thing served/delivered
serve.xml,serve,serve.02,"cater (to someone or something), delivery of something concrete",2,GOL,served/delivered to
serve.xml,serve,serve.04,serve a sentence,0,PAG,entity doing time
serve.xml,serve,serve.04,serve a sentence,1,PPT,sentence served (maybe given as a period of time)
serve.xml,serve,serve.04,serve a sentence,2,CAU,"crime, reason for sentence"
serve.xml,serve_up,serve_up.03,"provide, offer",0,PAG,server
serve.xml,serve_up,serve_up.03,"provide, offer",1,PPT,served
serve.xml,serve_up,serve_up.03,"provide, offer",2,GOL,served to
serve.xml,service,service.05,"do things to, like maintenance",0,PAG,doer
serve.xml,service,service.05,"do things to, like maintenance",1,PPT,thing worked on
serve.xml,service,service.05,"do things to, like maintenance",2,ADJ,kind of service (thing done to arg1)
serve.xml,service,service.06,religious service or ceremony,0,PAG,honorer/attendees
serve.xml,service,service.06,religious service or ceremony,1,PPT,type of service
serve.xml,service,service.06,religious service or ceremony,2,PRD,explicit mention of entity honored at the service
sessile.xml,sessile,sessile.01,"fixed in place, immobile",1,PPT,immobile entity
session.xml,session,session.01,get together with,0,PAG,one party
session.xml,session,session.01,get together with,1,PPT,reason to meet
session.xml,session,session.01,get together with,2,COM,other party
session.xml,session,session.01,get together with,m,LOC,location of meeting
set.xml,set,set.01,"put, place",0,PAG,"agent, setter"
set.xml,set,set.01,"put, place",1,PPT,thing set
set.xml,set,set.01,"put, place",2,GOL,destination or position
set.xml,set,set.02,establish,0,PAG,"agent, setter"
set.xml,set,set.02,establish,1,PPT,thing set
set.xml,set,set.02,establish,2,PRD,attribute of arg1
set.xml,set,set.08,"make ready, assign a task to, ready for action",0,PAG,"cause, agent"
set.xml,set,set.08,"make ready, assign a task to, ready for action",1,PPT,prepared entity
set.xml,set,set.08,"make ready, assign a task to, ready for action",2,PRD,"ready for what, proposition"
set.xml,set,set.11,go down,1,PPT,sun
set.xml,set,set.14,"make ready, prepare",0,PAG,"Agent, preparer"
set.xml,set,set.14,"make ready, prepare",1,PPT,"Thing set, prepared"
set.xml,set,set.14,"make ready, prepare",2,GOL,"Beneficiary, set for who/what?"
set.xml,set,set.16,"fixed, fixated, decided on",1,PPT,entity fixed on something
set.xml,set,set.16,"fixed, fixated, decided on",2,PRD,what arg1 is decided/fixed on
set.xml,set_off,set_off.04,set off: begin travel,0,PAG,traveller
set.xml,set_off,set_off.04,set off: begin travel,1,PPT,destination
set.xml,set_off,set_off.05,"set off a bomb, start a chain reaction",0,CAU,"bomber, cause"
set.xml,set_off,set_off.05,"set off a bomb, start a chain reaction",1,PPT,"bomb, reaction"
set.xml,set_off,set_off.13,"set off: complement, balance (like 'offset')",0,PAG,thing complementing
set.xml,set_off,set_off.13,"set off: complement, balance (like 'offset')",1,PPT,thing complemented
set.xml,set_about,set_about.12,start to do,0,PAG,"agent, starter"
set.xml,set_about,set_about.12,start to do,1,PPT,thing started
set.xml,set_out,set_out.06,set out: establish,0,PAG,"agent, setter"
set.xml,set_out,set_out.06,set out: establish,1,PPT,thing set
set.xml,set_out,set_out.07,set out: begin,0,PAG,traveller
set.xml,set_out,set_out.07,set out: begin,1,PPT,"destination, goal"
set.xml,set_up,set_up.03,"set up: establish, establish",0,PAG,"agent, setter"
set.xml,set_up,set_up.03,"set up: establish, establish",1,PPT,thing set
set.xml,set_up,set_up.03,"set up: establish, establish",2,PRD,attribute
set.xml,set_up,set_up.15,"trap, ensnare, trick",0,PAG,trickster
set.xml,set_up,set_up.15,"trap, ensnare, trick",1,PPT,entity tricked
set.xml,set_up,set_up.15,"trap, ensnare, trick",2,PRP,the trick that follows
set.xml,set_down,set_down.09,put into position,0,PAG,agent
set.xml,set_down,set_down.09,put into position,1,PPT,thing set down
set.xml,set_down,set_down.09,put into position,2,GOL,destination or position
set.xml,set_upon,set_upon.10,(cause to) be attacked,0,PAG,"agent, attacker"
set.xml,set_upon,set_upon.10,(cause to) be attacked,1,PPT,"patient, thing attacked"
set.xml,set_forth,set_forth.17,establish,0,PAG,setter
set.xml,set_forth,set_forth.17,establish,1,PPT,thing established
set.xml,onset,onset.18,"begin, start",0,PAG,experiencer
set.xml,onset,onset.18,"begin, start",1,PPT,thing beginning
set.xml,onset,onset.18,"begin, start",2,TMP,when it begins
settle.xml,settle,settle.01,decide,0,PAG,decider
settle.xml,settle,settle.01,decide,1,GOL,decision
settle.xml,settle,settle.01,decide,2,GOL,benefactive
settle.xml,settle,settle.01,decide,3,MNR,instrument
settle.xml,settle,settle.02,"resolve, resolution of dispute",0,PAG,entity making resolution
settle.xml,settle,settle.02,"resolve, resolution of dispute",1,GOL,thing being resolved
settle.xml,settle,settle.02,"resolve, resolution of dispute",2,COM,"comitative, resolved with"
settle.xml,settle,settle.02,"resolve, resolution of dispute",3,PRD,what the settlement is (value or decision)
settle.xml,settle,settle.03,"come to rest, or approach a steady state",0,PAG,entity causing something/someone to settle
settle.xml,settle,settle.03,"come to rest, or approach a steady state",1,PPT,entity settling
settle.xml,settle,settle.03,"come to rest, or approach a steady state",2,EXT,"EXT, amount declined by"
settle.xml,settle,settle.03,"come to rest, or approach a steady state",3,DIR,start point
settle.xml,settle,settle.03,"come to rest, or approach a steady state",4,LOC,end point
settle.xml,settle_down,settle_down.04,and be quiet!,1,PPT,one who should be quiet
settle.xml,settle_down,settle_down.05,"put down roots, plan to reside somewhere for the long run",0,PPT,resident
settle.xml,settle_down,settle_down.05,"put down roots, plan to reside somewhere for the long run",1,LOC,location
sever.xml,sever,sever.01,to divide or separate,0,PAG,causer
sever.xml,sever,sever.01,to divide or separate,1,PPT,entity severed
sever.xml,severable,severable.02,able to be severed,1,PPT,entity severed
sever.xml,severable,severable.02,able to be severed,2,PPT,from what
severe.xml,severe,severe.01,"extreme, ext",1,PPT,thing graded as extreme
severe.xml,severe,severe.02,"strict, harsh (behavior)",0,PAG,strict one
severe.xml,severe,severe.02,"strict, harsh (behavior)",1,PPT,"strict action/thing, strict about what"
severe.xml,severe,severe.02,"strict, harsh (behavior)",2,GOL,target of strict behavior
severe.xml,severe,severe.03,"aesthetically harsh, austere",1,PPT,harsh/austere thing
sew.xml,sew,sew.01,attach with thread,0,PAG,"agent, entity causing two objects to be attached"
sew.xml,sew,sew.01,attach with thread,1,PPT,"patient, thing being sewn"
sew.xml,sew,sew.01,attach with thread,2,MNR,"instrument, thread"
sew.xml,sew,sew.01,attach with thread,3,PRD,"attribute of arg1, end state"
sew.xml,sew,sew.02,create clothes by sewing,0,PAG,builder
sew.xml,sew,sew.02,create clothes by sewing,1,PRD,construction
sew.xml,sew,sew.02,create clothes by sewing,2,VSP,"material, start state"
sew.xml,sew,sew.02,create clothes by sewing,4,PRD,end state
sew.xml,sew_up,sew_up.03,make secure,0,PAG,entity making something secure
sew.xml,sew_up,sew_up.03,make secure,1,PPT,thing made secure
sex.xml,sex,sex.01,the act of sex,0,PAG,first (or all when in one mention) partner
sex.xml,sex,sex.01,the act of sex,1,PPT,second partner (when separate mention)
sex.xml,sex,sex.03,determine the gender of,0,PAG,Entity investigating gender
sex.xml,sex,sex.03,determine the gender of,1,PPT,Entity whose gender is being examined
sex.xml,sexy,sexy.02,"alluring, sexually",1,PPT,sexy beast
sexist.xml,sexist,sexist.01,biases against a certain gender,1,PAG,sexist entity/action (may require concatenation)
sexist.xml,sexist,sexist.01,biases against a certain gender,2,GOL,against which gender
sext.xml,sext,sext.01,send a sexy text message,0,PAG,text sender
sext.xml,sext,sext.01,send a sexy text message,1,PPT,message
sext.xml,sext,sext.01,send a sexy text message,2,GOL,recepient
sext.xml,sext,sext.01,send a sexy text message,3,VSP,subject matter of text (about what)
shack.xml,shack_up,shack_up.01,co-habitate with,0,PPT,one half of unit
shack.xml,shack_up,shack_up.01,co-habitate with,1,PPT,other half
shackle.xml,shackle,shackle.01,"restrain, tie up, bind in shackles",0,PAG,"agent, entity doing the shackling"
shackle.xml,shackle,shackle.01,"restrain, tie up, bind in shackles",1,PPT,first thing being shackled
shackle.xml,shackle,shackle.01,"restrain, tie up, bind in shackles",2,PPT,"second thing, shackled to what"
shackle.xml,shackle,shackle.01,"restrain, tie up, bind in shackles",3,MNR,"instrument, shackles"
shackle.xml,shackle,shackle.01,"restrain, tie up, bind in shackles",4,PRD,attribute of arg1
shade.xml,shade,shade.01,cast into shadow,0,PAG,thing blocking light
shade.xml,shade,shade.01,cast into shadow,1,PPT,thing in shadow
shadow.xml,shadow,shadow.01,follow or mimic,0,PAG,"mimic, follower"
shadow.xml,shadow,shadow.01,follow or mimic,1,PPT,entity followed
shadow.xml,shadow,shadow.02,cast a shadow over,0,PAG,caster of shadows
shadow.xml,shadow,shadow.02,cast a shadow over,1,PPT,now shadowed entity
shag.xml,shag,shag.01,to chase and catch fly balls in baseball,0,PAG,catcher
shag.xml,shag,shag.01,to chase and catch fly balls in baseball,1,PPT,balls
shake.xml,shake,shake.01,"tremble, moving vigorously back and forth",0,PAG,causer of trembling motion
shake.xml,shake,shake.01,"tremble, moving vigorously back and forth",1,PPT,thing trembling
shake.xml,shake_off,shake_off.02,lose,0,PAG,entity losing something
shake.xml,shake_off,shake_off.02,lose,1,PPT,thing lost
shake.xml,shake_off,shake_off.02,lose,2,GOL,"benefactive, entity gaining thing lost"
shake.xml,shake_up,shake_up.03,tremble very badly,0,PAG,cause of shaking
shake.xml,shake_up,shake_up.03,tremble very badly,1,PPT,thing trembling
shallow.xml,shallow,shallow.01,having little depth,1,PPT,shallow entity
shallow.xml,shallow,shallow.01,having little depth,2,DOM,shallow in what regard
shallow.xml,shallow,shallow.01,having little depth,3,SCL,"scale, shallow according to what measuring stick"
shamble.xml,shamble,shamble.01,walk in an awkward manner,0,PPT,"agent, shambling entity"
shamble.xml,shamble,shamble.01,walk in an awkward manner,1,LOC,path
shame.xml,shame,shame.01,"impel through shame, assign shame as punishment",0,PAG,entity assigning shame/impelling through shame
shame.xml,shame,shame.01,"impel through shame, assign shame as punishment",1,PPT,shamed/impelled agent
shame.xml,shame,shame.01,"impel through shame, assign shame as punishment",2,PRD,action impelled through shame
shame.xml,shame,shame.02,"bring shame to another by acting shamefully oneself, causing shame",0,PAG,shameful actor/actions bringing shame to arg1
shame.xml,shame,shame.02,"bring shame to another by acting shamefully oneself, causing shame",1,PPT,entity feeling shame for arg0
shame.xml,shame,shame.02,"bring shame to another by acting shamefully oneself, causing shame",2,MNR,"shameful behavior/thing, if separate from arg0"
shame.xml,shame,shame.03,unfortunate situation,1,PPT,unfortunate thing
shame.xml,shame,shame.03,unfortunate situation,2,GOL,beneficiary of bad fortune
shameless.xml,shameless,shameless.01,"not having any shame, self-consciousness",1,PPT,shameless entity/act (may require concatenation)
